,period_open,period_close,transactions,returns,positions,gross_leverage,starting_exposure,net_leverage,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,short_value,long_exposure,pnl,short_exposure,capital_used,orders,TSLA,algorithm_period_return,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,algo_volatility,benchmark_period_return,benchmark_volatility
2017-07-07 20:00:00+00:00,2017-07-07 13:31:00+00:00,2017-07-07 20:00:00+00:00,[],0.014871285503627263,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 313.22}]",1.0599835743494195,30889.0,1.0599835743494195,31322.000000000004,30889.0,31322.000000000004,-1772.4854999999998,-1772.4854999999998,29549.514500000005,1,0,31322.000000000004,0.0,31322.000000000004,433.00000000000364,0.0,0.0,[],313.22,28.549514500000008,,,1.1554630768936105,1.892290337319136,-0.5871291528850296,4.499377609130635,0.0,0.0,1387,2017-07,0.8120710199430881,0.0,0.0
2017-07-10 20:00:00+00:00,2017-07-10 13:31:00+00:00,2017-07-10 20:00:00+00:00,[],0.009577145506062257,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 316.05}]",1.059414552534618,31322.000000000004,1.059414552534618,31605.0,31322.000000000004,31605.0,-1772.4854999999998,-1772.4854999999998,29832.5145,1,0,31605.0,0.0,31605.0,282.99999999999636,0.0,0.0,[],316.05,28.832514500000006,,,1.1571835590102542,1.895116406428464,-0.5871291528850296,4.499377609130635,0.0,0.0,1388,2017-07,0.8117820552154325,0.0,0.0
2017-07-11 20:00:00+00:00,2017-07-11 13:31:00+00:00,2017-07-11 20:00:00+00:00,[],0.03744236846009086,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 327.22}]",1.0572702198607993,31605.0,1.0572702198607993,32722.000000000004,31605.0,32722.000000000004,-1772.4854999999998,-1772.4854999999998,30949.514500000005,1,0,32722.000000000004,0.0,32722.000000000004,1117.0000000000036,0.0,0.0,[],327.22,29.94951450000001,,,1.1649558608113841,1.9081432986434126,-0.5871291528850296,4.499377609130635,0.0,0.0,1389,2017-07,0.8116166280526057,0.0,0.0
2017-07-12 20:00:00+00:00,2017-07-12 13:31:00+00:00,2017-07-12 20:00:00+00:00,[],0.0074314574466103345,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 329.52}]",1.0568477581650606,32722.000000000004,1.0568477581650606,32952.0,32722.000000000004,32952.0,-1772.4854999999998,-1772.4854999999998,31179.5145,1,0,32952.0,0.0,32952.0,229.99999999999636,0.0,0.0,[],329.52,30.17951450000001,,,1.1661954646824422,1.9101767781922616,-0.5871291528850296,4.499377609130635,0.0,0.0,1390,2017-07,0.8113259294718278,0.0,0.0
2017-07-13 20:00:00+00:00,2017-07-13 13:31:00+00:00,2017-07-13 20:00:00+00:00,[],-0.019596199934415193,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 323.41}]",1.0579840247062053,32952.0,1.0579840247062053,32341.000000000004,32952.0,32341.000000000004,-1772.4854999999998,-1772.4854999999998,30568.514500000005,1,0,32341.000000000004,0.0,32341.000000000004,-610.9999999999964,0.0,0.0,[],323.41,29.568514500000013,,,1.161312001869907,1.9020503752805482,-0.5871291528850296,4.499377609130635,0.0,0.0,1391,2017-07,0.8110949296070846,0.0,0.0
2017-07-14 20:00:00+00:00,2017-07-14 13:31:00+00:00,2017-07-14 20:00:00+00:00,[],0.014295755196085613,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 327.78000000000003}]",1.0571667823799538,32341.000000000004,1.0571667823799538,32778.0,32341.000000000004,32778.0,-1772.4854999999998,-1772.4854999999998,31005.5145,1,0,32778.0,0.0,32778.0,436.99999999999636,0.0,0.0,[],327.78000000000003,30.005514500000007,,,1.16406914930271,1.9065949279679686,-0.5871291528850296,4.499377609130635,0.0,0.0,1392,2017-07,0.8108157704366347,0.0,0.0
2017-07-17 20:00:00+00:00,2017-07-17 13:31:00+00:00,2017-07-17 20:00:00+00:00,[],-0.026479160666725954,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 319.57}]",1.0587216832657687,32778.0,1.0587216832657687,31957.0,32778.0,31957.0,-1772.4854999999998,-1772.4854999999998,30184.5145,1,0,31957.0,0.0,31957.0,-821.0,0.0,0.0,[],319.57,29.184514500000006,,,1.1575959541548237,1.895739759775528,-0.5871291528850296,4.499377609130635,0.0,0.0,1393,2017-07,0.8106264172604056,0.0,0.0
2017-07-18 20:00:00+00:00,2017-07-18 13:31:00+00:00,2017-07-18 20:00:00+00:00,[],0.028723337590869757,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 328.24}]",1.0570820949812287,31957.0,1.0570820949812287,32824.0,31957.0,32824.0,-1772.4854999999998,-1772.4854999999998,31051.5145,1,0,32824.0,0.0,32824.0,867.0,0.0,0.0,[],328.24,30.05151450000001,,,1.1634886657146777,1.905553393551679,-0.5871291528850296,4.499377609130635,0.0,0.0,1394,2017-07,0.8104051101036706,0.0,0.0
2017-07-19 20:00:00+00:00,2017-07-19 13:31:00+00:00,2017-07-19 20:00:00+00:00,[],-0.009596955407762842,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 325.26}]",1.0576352175943988,32824.0,1.0576352175943988,32526.0,32824.0,32526.0,-1772.4854999999998,-1772.4854999999998,30753.5145,1,0,32526.0,0.0,32526.0,-298.0,0.0,0.0,[],325.26,29.75351450000001,,,1.1609034447002797,1.9013007592468112,-0.5871291528850296,4.499377609130635,0.0,0.0,1395,2017-07,0.8101342183417607,0.0,0.0
2017-07-20 20:00:00+00:00,2017-07-20 13:31:00+00:00,2017-07-20 20:00:00+00:00,[],0.015152739697441797,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 329.92}]",1.0567749219802889,32526.0,1.0567749219802889,32992.0,32526.0,32992.0,-1772.4854999999998,-1772.4854999999998,31219.5145,1,0,32992.0,0.0,32992.0,466.0,0.0,0.0,[],329.92,30.21951450000001,,,1.1638445564099336,1.9061513685580649,-0.5871291528850296,4.499377609130635,0.0,0.0,1396,2017-07,0.8098583321466181,0.0,0.0
2017-07-21 20:00:00+00:00,2017-07-21 13:31:00+00:00,2017-07-21 20:00:00+00:00,[],-0.004868749640549397,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 328.40000000000003}]",1.0570526972796617,32992.0,1.0570526972796617,32840.0,32992.0,32840.0,-1772.4854999999998,-1772.4854999999998,31067.5145,1,0,32840.0,0.0,32840.0,-152.0,0.0,0.0,[],328.40000000000003,30.06751450000001,,,1.162331527827972,1.9036755915869954,-0.5871291528850296,4.499377609130635,0.0,0.0,1397,2017-07,0.8095764733870466,0.0,0.0
2017-07-24 20:00:00+00:00,2017-07-24 13:31:00+00:00,2017-07-24 20:00:00+00:00,[],0.04544940342749326,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 342.52}]",1.0545724136362937,32840.0,1.0545724136362937,34252.0,32840.0,34252.0,-1772.4854999999998,-1772.4854999999998,32479.5145,1,0,34252.0,0.0,34252.0,1412.0,0.0,0.0,[],342.52,31.479514500000008,,,1.1717587042245468,1.9195745159271098,-0.5871291528850296,4.499377609130635,0.0,0.0,1398,2017-07,0.8094804419653613,0.0,0.0
2017-07-25 20:00:00+00:00,2017-07-25 13:31:00+00:00,2017-07-25 20:00:00+00:00,[],-0.008990282166933317,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 339.6}]",1.055067485872511,34252.0,1.055067485872511,33960.0,34252.0,33960.0,-1772.4854999999998,-1772.4854999999998,32187.5145,1,0,33960.0,0.0,33960.0,-292.0,0.0,0.0,[],339.6,31.187514500000006,,,1.1693127141400588,1.9155527158394843,-0.5871291528850296,4.499377609130635,0.0,0.0,1399,2017-07,0.8092089817251324,0.0,0.0
2017-07-26 20:00:00+00:00,2017-07-26 13:31:00+00:00,2017-07-26 20:00:00+00:00,[],0.01320387754699115,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 343.85}]",1.0543498570157783,33960.0,1.0543498570157783,34385.0,33960.0,34385.0,-1772.4854999999998,-1772.4854999999998,32612.5145,1,0,34385.0,0.0,34385.0,425.0,0.0,0.0,[],343.85,31.61251450000001,,,1.1718190498347403,1.9196816453567014,-0.5871291528850296,4.499377609130635,0.0,0.0,1400,2017-07,0.8089296539164046,0.0,0.0
2017-07-27 20:00:00+00:00,2017-07-27 13:31:00+00:00,2017-07-27 20:00:00+00:00,[],-0.028792628056938052,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 334.46}]",1.0559611248698024,34385.0,1.0559611248698024,33446.0,34385.0,33446.0,-1772.4854999999998,-1772.4854999999998,31673.5145,1,0,33446.0,0.0,33446.0,-939.0,0.0,0.0,[],334.46,30.67351450000001,,,1.1648267516554114,1.9079207171318946,-0.5871291528850296,4.499377609130635,0.0,0.0,1401,2017-07,0.8087585569896574,0.0,0.0
2017-07-28 20:00:00+00:00,2017-07-28 13:31:00+00:00,2017-07-28 20:00:00+00:00,[],0.0019258993188140394,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 335.07}]",1.0558535565433023,33446.0,1.0558535565433023,33507.0,33446.0,33507.0,-1772.4854999999998,-1772.4854999999998,31734.5145,1,0,33507.0,0.0,33507.0,61.0,0.0,0.0,[],335.07,30.734514500000007,,,1.1648392078898295,1.9079414954872627,-0.5871291528850296,4.499377609130635,0.0,0.0,1402,2017-07,0.8084702344583936,0.0,0.0
2017-07-31 20:00:00+00:00,2017-07-31 13:31:00+00:00,2017-07-31 20:00:00+00:00,[],-0.03655326127645642,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 323.47}]",1.0579726458125769,33507.0,1.0579726458125769,32347.000000000004,33507.0,32347.000000000004,-1772.4854999999998,-1772.4854999999998,30574.514500000005,1,0,32347.000000000004,0.0,32347.000000000004,-1159.9999999999964,0.0,0.0,[],323.47,29.57451450000001,,,1.1560424919032892,1.8930222650742974,-0.5871291528850296,4.499377609130635,0.0,0.0,1403,2017-07,0.8083622223820337,0.0,0.0
2017-08-01 20:00:00+00:00,2017-08-01 13:31:00+00:00,2017-08-01 20:00:00+00:00,[],-0.012755721762973682,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 319.57}]",1.0587216832657687,32347.000000000004,1.0587216832657687,31957.0,32347.000000000004,31957.0,-1772.4854999999998,-1772.4854999999998,30184.5145,1,0,31957.0,0.0,31957.0,-390.00000000000364,0.0,0.0,[],319.57,29.184514500000006,,,1.1527548063343909,1.8875953336749003,-0.5871291528850296,4.499377609130635,0.0,0.0,1404,2017-08,0.8081041911291544,0.0,0.0
2017-08-02 20:00:00+00:00,2017-08-02 13:31:00+00:00,2017-08-02 20:00:00+00:00,[],0.02093788853221401,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 325.89}]",1.0575173905536916,31957.0,1.0575173905536916,32589.0,31957.0,32589.0,-1772.4854999999998,-1772.4854999999998,30816.5145,1,0,32589.0,0.0,32589.0,632.0,0.0,0.0,[],325.89,29.816514500000004,,,1.1569463690703208,1.8945357791262296,-0.5871291528850296,4.499377609130635,0.0,0.0,1405,2017-08,0.8078493532955756,0.0,0.0
2017-08-03 20:00:00+00:00,2017-08-03 13:31:00+00:00,2017-08-03 20:00:00+00:00,[],0.06879428236441187,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 347.09000000000003}]",1.0538152116854989,32589.0,1.0538152116854989,34709.0,32589.0,34709.0,-1772.4854999999998,-1772.4854999999998,32936.5145,1,0,34709.0,0.0,34709.0,2119.9999999999964,0.0,0.0,[],347.09000000000003,31.936514499999994,,,1.1711219789998322,1.9188643018309608,-0.5871291528850296,4.499377609130635,0.0,0.0,1406,2017-08,0.8080317597401793,0.0,0.0
2017-08-04 20:00:00+00:00,2017-08-04 13:31:00+00:00,2017-08-04 20:00:00+00:00,[],0.029814933817602363,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 356.91}]",1.0522571676893457,34709.0,1.0522571676893457,35691.0,34709.0,35691.0,-1772.4854999999998,-1772.4854999999998,33918.5145,1,0,35691.0,0.0,35691.0,982.0,0.0,0.0,[],356.91,32.91851449999999,,,1.1772072879124478,1.9290142747255212,-0.5871291528850296,4.499377609130635,0.0,0.0,1407,2017-08,0.8078196449020851,0.0,0.0
2017-08-07 20:00:00+00:00,2017-08-07 13:31:00+00:00,2017-08-07 20:00:00+00:00,[],-0.0051299416429336775,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 355.17}]",1.0525266262165367,35691.0,1.0525266262165367,35517.0,35691.0,35517.0,-1772.4854999999998,-1772.4854999999998,33744.5145,1,0,35517.0,0.0,35517.0,-174.0,0.0,0.0,[],355.17,32.744514499999994,,,1.1756397056311596,1.9264473680666703,-0.5871291528850296,4.499377609130635,0.0,0.0,1408,2017-08,0.8075413071903157,0.0,0.0
2017-08-08 20:00:00+00:00,2017-08-08 13:31:00+00:00,2017-08-08 20:00:00+00:00,[],0.029782618446029252,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 365.22}]",1.0510074896154304,35517.0,1.0510074896154304,36522.0,35517.0,36522.0,-1772.4854999999998,-1772.4854999999998,34749.5145,1,0,36522.0,0.0,36522.0,1005.0,0.0,0.0,[],365.22,33.7495145,,,1.1817114437447314,1.9365760904267701,-0.5871291528850296,4.499377609130635,0.0,0.0,1409,2017-08,0.8073294568603182,0.0,0.0
2017-08-09 20:00:00+00:00,2017-08-09 13:31:00+00:00,2017-08-09 20:00:00+00:00,[],-0.0048777659900830495,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 363.52500000000003}]",1.0512575117630445,36522.0,1.0512575117630445,36352.5,36522.0,36352.5,-1772.4854999999998,-1772.4854999999998,34580.0145,1,0,36352.5,0.0,36352.5,-169.5,0.0,0.0,[],363.52500000000003,33.5800145,,,1.1802002626730743,1.9341020572621361,-0.5871291528850296,4.499377609130635,0.0,0.0,1410,2017-08,0.8070512267110578,0.0,0.0
2017-08-10 20:00:00+00:00,2017-08-10 13:31:00+00:00,2017-08-10 20:00:00+00:00,[],-0.024277028570939496,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 355.13}]",1.0525328533446046,36352.5,1.0525328533446046,35513.0,36352.5,35513.0,-1772.4854999999998,-1772.4854999999998,33740.5145,1,0,35513.0,0.0,35513.0,-839.5,0.0,0.0,[],355.13,32.740514499999996,,,1.1742811544277099,1.9241913938249549,-0.5871291528850296,4.499377609130635,0.0,0.0,1411,2017-08,0.8068521133792741,0.0,0.0
2017-08-11 20:00:00+00:00,2017-08-11 13:31:00+00:00,2017-08-11 20:00:00+00:00,[],0.007661412513433996,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 357.71500000000003}]",1.0521334375736098,35513.0,1.0521334375736098,35771.5,35513.0,35771.5,-1772.4854999999998,-1772.4854999999998,33999.0145,1,0,35771.5,0.0,35771.5,258.5,0.0,0.0,[],357.71500000000003,32.999014499999994,,,1.1755583527106948,1.9262877649005101,-0.5871291528850296,4.499377609130635,0.0,0.0,1412,2017-08,0.8065678318646656,0.0,0.0
2017-08-14 20:00:00+00:00,2017-08-14 13:31:00+00:00,2017-08-14 20:00:00+00:00,[],0.017897577590079816,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 363.8}]",1.0512167812571458,35771.5,1.0512167812571458,36380.0,35771.5,36380.0,-1772.4854999999998,-1772.4854999999998,34607.5145,1,0,36380.0,0.0,36380.0,608.5,0.0,0.0,[],363.8,33.60751449999999,,,1.1790690993854256,1.9320929920316763,-0.5871291528850296,4.499377609130635,0.0,0.0,1413,2017-08,0.8063042661432006,0.0,0.0
2017-08-15 20:00:00+00:00,2017-08-15 13:31:00+00:00,2017-08-15 20:00:00+00:00,[],-0.0042476324036503366,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 362.33}]",1.0514352593313718,36380.0,1.0514352593313718,36233.0,36380.0,36233.0,-1772.4854999999998,-1772.4854999999998,34460.5145,1,0,36233.0,0.0,36233.0,-147.0,0.0,0.0,[],362.33,33.460514499999995,,,1.177702814858034,1.9298578357597296,-0.5871291528850296,4.499377609130635,0.0,0.0,1414,2017-08,0.8060260104368037,0.0,0.0
2017-08-16 20:00:00+00:00,2017-08-16 13:31:00+00:00,2017-08-16 20:00:00+00:00,[],0.0016830857240972552,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 362.91}]",1.051348834840503,36233.0,1.051348834840503,36291.0,36233.0,36291.0,-1772.4854999999998,-1772.4854999999998,34518.5145,1,0,36291.0,0.0,36291.0,58.0,0.0,0.0,[],362.91,33.518514499999995,,,1.1776581951698635,1.9297853858878649,-0.5871291528850296,4.499377609130635,0.0,0.0,1415,2017-08,0.8057414236424025,0.0,0.0
2017-08-17 20:00:00+00:00,2017-08-17 13:31:00+00:00,2017-08-17 20:00:00+00:00,[],-0.031837986539078766,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 351.92}]",1.0530374401459364,36291.0,1.0530374401459364,35192.0,36291.0,35192.0,-1772.4854999999998,-1772.4854999999998,33419.5145,1,0,35192.0,0.0,35192.0,-1099.0,0.0,0.0,[],351.92,32.4195145,,,1.1700045525317702,1.9168609819380045,-0.5871291528850296,4.499377609130635,0.0,0.0,1416,2017-08,0.805596685682136,0.0,0.0
2017-08-18 20:00:00+00:00,2017-08-18 13:31:00+00:00,2017-08-18 20:00:00+00:00,[],-0.013345496087323383,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 347.46}]",1.0537548249520081,35192.0,1.0537548249520081,34746.0,35192.0,34746.0,-1772.4854999999998,-1772.4854999999998,32973.5145,1,0,34746.0,0.0,34746.0,-446.0,0.0,0.0,[],347.46,31.9735145,,,1.1665980898120054,1.9112308031114449,-0.5871291528850296,4.499377609130635,0.0,0.0,1417,2017-08,0.8053444060886704,0.0,0.0
2017-08-21 20:00:00+00:00,2017-08-21 13:31:00+00:00,2017-08-21 20:00:00+00:00,[],-0.02911427594410665,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 337.86}]",1.0553667889228469,34746.0,1.0553667889228469,33786.0,34746.0,33786.0,-1772.4854999999998,-1772.4854999999998,32013.5145,1,0,33786.0,0.0,33786.0,-959.9999999999964,0.0,0.0,[],337.86,31.0135145,,,1.1595885806521826,1.8994352408176307,-0.5871291528850296,4.499377609130635,0.0,0.0,1418,2017-08,0.8051792272803994,0.0,0.0
2017-08-22 20:00:00+00:00,2017-08-22 13:31:00+00:00,2017-08-22 20:00:00+00:00,[],0.010901645928315773,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 341.35}]",1.0547697089482957,33786.0,1.0547697089482957,34135.0,33786.0,34135.0,-1772.4854999999998,-1772.4854999999998,32362.5145,1,0,34135.0,0.0,34135.0,349.0,0.0,0.0,[],341.35,31.362514500000003,,,1.161577266808624,1.9027057916518682,-0.5871291528850296,4.499377609130635,0.0,0.0,1419,2017-08,0.8049009769811697,0.0,0.0
2017-08-23 20:00:00+00:00,2017-08-23 13:31:00+00:00,2017-08-23 20:00:00+00:00,[],0.03528774007965274,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 352.77}]",1.0529028856693328,34135.0,1.0529028856693328,35277.0,34135.0,35277.0,-1772.4854999999998,-1772.4854999999998,33504.5145,1,0,35277.0,0.0,35277.0,1141.9999999999964,0.0,0.0,[],352.77,32.5045145,,,1.1687917469240168,1.9147845300325095,-0.5871291528850296,4.499377609130635,0.0,0.0,1420,2017-08,0.8047272680699878,0.0,0.0
2017-08-24 20:00:00+00:00,2017-08-24 13:31:00+00:00,2017-08-24 20:00:00+00:00,[],0.0004775475854157385,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 352.93}]",1.052877634082854,35277.0,1.052877634082854,35293.0,35277.0,35293.0,-1772.4854999999998,-1772.4854999999998,33520.5145,1,0,35293.0,0.0,35293.0,16.0,0.0,0.0,[],352.93,32.5205145,,,1.1684842868596934,1.9142831346212954,-0.5871291528850296,4.499377609130635,0.0,0.0,1421,2017-08,0.8044450312080291,0.0,0.0
2017-08-25 20:00:00+00:00,2017-08-25 13:31:00+00:00,2017-08-25 20:00:00+00:00,[],-0.014558249098473697,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 348.05}]",1.053658812440694,35293.0,1.053658812440694,34805.0,35293.0,34805.0,-1772.4854999999998,-1772.4854999999998,33032.5145,1,0,34805.0,0.0,34805.0,-488.0,0.0,0.0,[],348.05,32.0325145,,,1.1648120264008794,1.908205265953598,-0.5871291528850296,4.499377609130635,0.0,0.0,1422,2017-08,0.8041987778343295,0.0,0.0
2017-08-28 20:00:00+00:00,2017-08-28 13:31:00+00:00,2017-08-28 20:00:00+00:00,[],-0.007235295393573371,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 345.66}]",1.0540498792832955,34805.0,1.0540498792832955,34566.0,34805.0,34566.0,-1772.4854999999998,-1772.4854999999998,32793.5145,1,0,34566.0,0.0,34566.0,-239.0,0.0,0.0,[],345.66,31.7935145,,,1.1627900242877438,1.9048869744805945,-0.5871291528850296,4.499377609130635,0.0,0.0,1423,2017-08,0.8039291701195906,0.0,0.0
2017-08-29 20:00:00+00:00,2017-08-29 13:31:00+00:00,2017-08-29 20:00:00+00:00,[],0.0051839518451124444,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 347.36}]",1.0537711323226777,34566.0,1.0537711323226777,34736.0,34566.0,34736.0,-1772.4854999999998,-1772.4854999999998,32963.5145,1,0,34736.0,0.0,34736.0,170.0,0.0,0.0,[],347.36,31.963514499999995,,,1.1635231375406938,1.9060880604020318,-0.5871291528850296,4.499377609130635,0.0,0.0,1424,2017-08,0.8036468829597672,0.0,0.0
2017-08-30 20:00:00+00:00,2017-08-30 13:31:00+00:00,2017-08-30 20:00:00+00:00,[],0.017655884356627016,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 353.18}]",1.0528382267024106,34736.0,1.0528382267024106,35318.0,34736.0,35318.0,-1772.4854999999998,-1772.4854999999998,33545.5145,1,0,35318.0,0.0,35318.0,582.0,0.0,0.0,[],353.18,32.545514499999996,,,1.1669705411211835,1.9117860729379972,-0.5871291528850296,4.499377609130635,0.0,0.0,1425,2017-08,0.8033860579858336,0.0,0.0
2017-08-31 20:00:00+00:00,2017-08-31 13:31:00+00:00,2017-08-31 20:00:00+00:00,[],0.008108386592192485,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 355.90000000000003}]",1.0524132398908266,35318.0,1.0524132398908266,35590.0,35318.0,35590.0,-1772.4854999999998,-1772.4854999999998,33817.5145,1,0,35590.0,0.0,35590.0,272.0,0.0,0.0,[],355.90000000000003,32.817514499999994,,,1.1683426988058792,1.9140385838593763,-0.5871291528850296,4.499377609130635,0.0,0.0,1426,2017-08,0.8031062371246785,0.0,0.0
2017-09-01 20:00:00+00:00,2017-09-01 13:31:00+00:00,2017-09-01 20:00:00+00:00,[],-0.0014785237986664201,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 355.40000000000003}]",1.0524908488600784,35590.0,1.0524908488600784,35540.0,35590.0,35540.0,-1772.4854999999998,-1772.4854999999998,33767.5145,1,0,35540.0,0.0,35540.0,-50.0,0.0,0.0,[],355.40000000000003,32.7675145,,,1.1676039903159652,1.9128334772482205,-0.5871291528850296,4.499377609130635,0.0,0.0,1427,2017-09,0.8028275698548452,0.0,0.0
2017-09-05 20:00:00+00:00,2017-09-05 13:31:00+00:00,2017-09-05 20:00:00+00:00,[],-0.01720588585221461,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 349.59000000000003}]",1.0534098119885413,35540.0,1.0534098119885413,34959.0,35540.0,34959.0,-1772.4854999999998,-1772.4854999999998,33186.5145,1,0,34959.0,0.0,34959.0,-581.0,0.0,0.0,[],349.59000000000003,32.186514499999994,,,1.1633422221162,1.9057580424862637,-0.5871291528850296,4.499377609130635,0.0,0.0,1428,2017-09,0.8025943627814696,0.0,0.0
2017-09-06 20:00:00+00:00,2017-09-06 13:31:00+00:00,2017-09-06 20:00:00+00:00,[],-0.015247157094487651,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 344.53000000000003}]",1.0542367685184393,34959.0,1.0542367685184393,34453.0,34959.0,34453.0,-1772.4854999999998,-1772.4854999999998,32680.5145,1,0,34453.0,0.0,34453.0,-505.99999999999636,0.0,0.0,[],344.53000000000003,31.6805145,,,1.1595270407703526,1.8994387839440514,-0.5871291528850296,4.499377609130635,0.0,0.0,1429,2017-09,0.8023527667315177,0.0,0.0
2017-09-07 20:00:00+00:00,2017-09-07 13:31:00+00:00,2017-09-07 20:00:00+00:00,[],0.01860435826369855,"[{'sid': Equity(2862 [TSLA]), 'amount': 100, 'cost_basis': 27.724854999999998, 'last_sale_price': 350.61}]",1.0532461579203243,34453.0,1.0532461579203243,35061.0,34453.0,35061.0,-1772.4854999999998,-1772.4854999999998,33288.5145,1,0,35061.0,0.0,35061.0,607.9999999999964,0.0,0.0,[],350.61,32.2885145,,,1.163173972782732,1.9054704469941153,-0.5871291528850296,4.499377609130635,0.0,0.0,1430,2017-09,0.8020964078840795,0.0,0.0
